┌───────────────────────────────────────────────────────────────────────────────┐
│                                  PyRosetta-4                                  │
│               Created in JHU by Sergey Lyskov and PyRosetta Team              │
│               (C) Copyright Rosetta Commons Member Institutions               │
│                                                                               │
│ NOTE: USE OF PyRosetta FOR COMMERCIAL PURPOSES REQUIRES PURCHASE OF A LICENSE │
│          See LICENSE.PyRosetta.md or email license@uw.edu for details         │
└───────────────────────────────────────────────────────────────────────────────┘
PyRosetta-4 2025 [Rosetta PyRosetta4.Release.python310.ubuntu 2025.45+release.d79cb06334818403e40289334138fb126753c253 2025-11-04T12:19:41] retrieved from: http://www.pyrosetta.org
Loading samples
instantitate a model
Training

Epoch: [ 1/100], Batch: [ 1/512], loss: 8.67, dev-loss: 2.63, lddt-loss: 0.53, mask: 0.75
Epoch: [ 1/100], Batch: [ 2/512], loss: 6.10, dev-loss: 1.86, lddt-loss: 0.37, mask: 0.50
Epoch: [ 1/100], Batch: [ 3/512], loss: 3.57, dev-loss: 1.10, lddt-loss: 0.19, mask: 0.58
Epoch: [ 1/100], Batch: [ 4/512], loss: 1.26, dev-loss: 0.85, lddt-loss: 0.01, mask: 0.32
Epoch: [ 1/100], Batch: [ 5/512], loss: 0.89, dev-loss: 0.36, lddt-loss: 0.00, mask: 0.49
Epoch: [ 1/100], Batch: [ 6/512], loss: 1.16, dev-loss: 0.75, lddt-loss: 0.01, mask: 0.35
Epoch: [ 1/100], Batch: [ 7/512], loss: 1.51, dev-loss: 0.72, lddt-loss: 0.00, mask: 0.75
Epoch: [ 1/100], Batch: [ 8/512], loss: 1.01, dev-loss: 0.66, lddt-loss: 0.00, mask: 0.32
Epoch: [ 1/100], Batch: [ 9/512], loss: 0.90, dev-loss: 0.58, lddt-loss: 0.00, mask: 0.30
Epoch: [ 1/100], Batch: [10/512], loss: 1.37, dev-loss: 0.95, lddt-loss: 0.01, mask: 0.36
Epoch: [ 1/100], Batch: [11/512], loss: 0.64, dev-loss: 0.36, lddt-loss: 0.00, mask: 0.27
Epoch: [ 1/100], Batch: [12/512], loss: 0.54, dev-loss: 0.22, lddt-loss: 0.00, mask: 0.31
Epoch: [ 1/100], Batch: [13/512], loss: 0.67, dev-loss: 0.42, lddt-loss: 0.00, mask: 0.23
Epoch: [ 1/100], Batch: [14/512], loss: 1.21, dev-loss: 0.91, lddt-loss: 0.01, mask: 0.21
Epoch: [ 1/100], Batch: [15/512], loss: 0.74, dev-loss: 0.44, lddt-loss: 0.00, mask: 0.27
Epoch: [ 1/100], Batch: [16/512], loss: 0.24, dev-loss: 0.03, lddt-loss: 0.00, mask: 0.21
Epoch: [ 1/100], Batch: [17/512], loss: 0.46, dev-loss: 0.21, lddt-loss: 0.00, mask: 0.25
Epoch: [ 1/100], Batch: [18/512], loss: 0.81, dev-loss: 0.60, lddt-loss: 0.01, mask: 0.13
Epoch: [ 1/100], Batch: [19/512], loss: 0.51, dev-loss: 0.31, lddt-loss: 0.00, mask: 0.18
Epoch: [ 1/100], Batch: [20/512], loss: 0.52, dev-loss: 0.34, lddt-loss: 0.00, mask: 0.16
Epoch: [ 1/100], Batch: [21/512], loss: 0.36, dev-loss: 0.16, lddt-loss: 0.00, mask: 0.19
Epoch: [ 1/100], Batch: [22/512], loss: 0.49, dev-loss: 0.25, lddt-loss: 0.00, mask: 0.24
Epoch: [ 1/100], Batch: [23/512], loss: 0.59, dev-loss: 0.29, lddt-loss: 0.00, mask: 0.28
Epoch: [ 1/100], Batch: [24/512], loss: 0.48, dev-loss: 0.31, lddt-loss: 0.00, mask: 0.15
Epoch: [ 1/100], Batch: [25/512], loss: 0.76, dev-loss: 0.50, lddt-loss: 0.01, mask: 0.19
Epoch: [ 1/100], Batch: [26/512], loss: 0.33, dev-loss: 0.13, lddt-loss: 0.00, mask: 0.18
Epoch: [ 1/100], Batch: [27/512], loss: 0.38, dev-loss: 0.26, lddt-loss: 0.00, mask: 0.11
Epoch: [ 1/100], Batch: [28/512], loss: 0.69, dev-loss: 0.49, lddt-loss: 0.00, mask: 0.16
Epoch: [ 1/100], Batch: [29/512], loss: 0.66, dev-loss: 0.47, lddt-loss: 0.01, mask: 0.13
Epoch: [ 1/100], Batch: [30/512], loss: 0.36, dev-loss: 0.15, lddt-loss: 0.00, mask: 0.19
Epoch: [ 1/100], Batch: [31/512], loss: 0.48, dev-loss: 0.30, lddt-loss: 0.00, mask: 0.16
